Ori,State,County,Unit,State_County,fstate,CNTYFIPS,agency,agentype,agency2,StateName2,MSA
SD05500,South Dakota,055,00,SD055,South Dakota,"Sanborn, SD",Sanborn County,Sheriff,SANBORN,S DAK,Rural South Dakota
SD05501,South Dakota,055,01,SD055,South Dakota,"Sanborn, SD",Woonsocket,Municipal police,WOONSOCKET,S DAK,Rural South Dakota
SD05600,South Dakota,056,00,SD056,South Dakota,"Shannon, SD",Shannon County,Sheriff,SHANNON,S DAK,Rural South Dakota
SD05602,South Dakota,056,02,SD056,South Dakota,"Shannon, SD",Pine Ridge Sioux Tribal,Tribal,PINE RIDGE SIOUX TRIBAL,S DAK,Rural South Dakota
SD05700,South Dakota,057,00,SD057,South Dakota,"Spink, SD",Spink County,Sheriff,SPINK,S DAK,Rural South Dakota
SD05701,South Dakota,057,01,SD057,South Dakota,"Spink, SD",Redfield,Municipal police,REDFIELD,S DAK,Rural South Dakota
SD05800,South Dakota,058,00,SD058,South Dakota,"Stanley, SD",Stanley County,Sheriff,STANLEY,S DAK,Rural South Dakota
SD05801,South Dakota,058,01,SD058,South Dakota,"Stanley, SD",Fort Pierre,Municipal police,FORT PIERRE,S DAK,Rural South Dakota
SD05900,South Dakota,059,00,SD059,South Dakota,"Sully, SD",Sully County,Sheriff,SULLY,S DAK,Rural South Dakota
SD06000,South Dakota,060,00,SD060,South Dakota,"Todd, SD",Todd County,Sheriff,TODD,S DAK,Rural South Dakota
SD06002,South Dakota,060,02,SD060,South Dakota,"Todd, SD",Rosebud Tribal,Tribal,ROSEBUD TRIBAL,S DAK,Rural South Dakota
SD06100,South Dakota,061,00,SD061,South Dakota,"Tripp, SD",Tripp County,Sheriff,TRIPP,S DAK,Rural South Dakota
SD06101,South Dakota,061,01,SD061,South Dakota,"Tripp, SD",Winner,Municipal police,WINNER,S DAK,Rural South Dakota
SD06200,South Dakota,062,00,SD062,South Dakota,"Turner, SD",Turner County,Sheriff,TURNER,S DAK,"Sioux Falls, SD"
SD06201,South Dakota,062,01,SD062,South Dakota,"Turner, SD",Parker,Municipal police,PARKER,S DAK,"Sioux Falls, SD"
SD06202,South Dakota,062,02,SD062,South Dakota,"Turner, SD",Centerville,Municipal police,CENTERVILLE,S DAK,"Sioux Falls, SD"
SD06203,South Dakota,062,03,SD062,South Dakota,"Turner, SD",Chancellor-Marion,Municipal police,CHANCELLOR-MARION,S DAK,"Sioux Falls, SD"
SD06204,South Dakota,062,04,SD062,South Dakota,"Turner, SD",Hurley,Municipal police,HURLEY,S DAK,"Sioux Falls, SD"
SD06206,South Dakota,062,06,SD062,South Dakota,"Turner, SD",Viborg,Municipal police,VIBORG,S DAK,"Sioux Falls, SD"
SD06300,South Dakota,063,00,SD063,South Dakota,"Union, SD",Union County,Sheriff,UNION,S DAK,"Sioux City, IA-NE-SD"
SD06301,South Dakota,063,01,SD063,South Dakota,"Union, SD",Beresford,Municipal police,BERESFORD,S DAK,"Sioux City, IA-NE-SD"
SD06302,South Dakota,063,02,SD063,South Dakota,"Union, SD",Elk Point,Municipal police,ELK POINT,S DAK,"Sioux City, IA-NE-SD"
SD06303,South Dakota,063,03,SD063,South Dakota,"Union, SD",Alcester,Municipal police,ALCESTER,S DAK,"Sioux City, IA-NE-SD"
SD06304,South Dakota,063,04,SD063,South Dakota,"Union, SD",Jefferson,Municipal police,JEFFERSON,S DAK,"Sioux City, IA-NE-SD"
SD06305,South Dakota,063,05,SD063,South Dakota,"Union, SD",North Sioux City,Municipal police,NORTH SIOUX CITY,S DAK,"Sioux City, IA-NE-SD"
SD06400,South Dakota,064,00,SD064,South Dakota,"Walworth, SD",Walworth County,Sheriff,WALWORTH,S DAK,Rural South Dakota
SD06401,South Dakota,064,01,SD064,South Dakota,"Walworth, SD",Mobridge,Municipal police,MOBRIDGE,S DAK,Rural South Dakota
SD06402,South Dakota,064,02,SD064,South Dakota,"Walworth, SD",Glenham,Municipal police,GLENHAM,S DAK,Rural South Dakota
SD06404,South Dakota,064,04,SD064,South Dakota,"Walworth, SD",Selby,Municipal police,SELBY,S DAK,Rural South Dakota
SD06500,South Dakota,065,00,SD065,South Dakota,"Spink, SD",Washabaugh,Municipal police,WASHABAUGH,S DAK,Rural South Dakota
SD06600,South Dakota,066,00,SD066,South Dakota,"Yankton, SD",Yankton County,Sheriff,YANKTON,S DAK,Rural South Dakota
SD06601,South Dakota,066,01,SD066,South Dakota,"Yankton, SD",Yankton,Municipal police,YANKTON,S DAK,Rural South Dakota
SD06700,South Dakota,067,00,SD067,South Dakota,"Ziebach, SD",Ziebach County,Sheriff,ZIEBACH,S DAK,Rural South Dakota
SDDCI00,South Dakota,DCI,00,SDDCI,South Dakota,"Hughes, SD",Division of Criminal Investigation,Primary state LE,DIV OF CRIMINAL INVEST,S DAK,Rural South Dakota
SDDI010,South Dakota,DI0,10,SDDI0,South Dakota,"Shannon, SD",Oglala Sioux Tribal,Tribal,OGLALA SIOUX TRIBAL,S DAK,Rural South Dakota
SDDI017,South Dakota,DI0,17,SDDI0,South Dakota,"Moody, SD",Flandreau Tribal,Tribal,FLANDREAU TRIBAL,S DAK,Rural South Dakota
SDDMP00,South Dakota,DMP,00,SDDMP,South Dakota,"Hughes, SD",SD Highway Patrol,Primary state LE,SD HIGHWAY PATROL,S DAK,Rural South Dakota
TN00100,Tennessee,001,00,TN001,Tennessee,"Anderson, TN",Anderson County,Sheriff,ANDERSON,TENN,"Knoxville, TN"
TN00101,Tennessee,001,01,TN001,Tennessee,"Anderson, TN",Clinton,Municipal police,CLINTON,TENN,"Knoxville, TN"
TN00102,Tennessee,001,02,TN001,Tennessee,"Anderson, TN",Lake City,Municipal police,LAKE CITY,TENN,"Knoxville, TN"
TN00103,Tennessee,001,03,TN001,Tennessee,"Anderson, TN",Oak Ridge,Municipal police,OAK RIDGE,TENN,"Knoxville, TN"
TN00104,Tennessee,001,04,TN001,Tennessee,"Anderson, TN",Norris,Municipal police,NORRIS,TENN,"Knoxville, TN"
TN00105,Tennessee,001,05,TN001,Tennessee,"Anderson, TN",Spr: Norris Dam,Special police,SPR: NORRIS DAM,TENN,"Knoxville, TN"
TN00106,Tennessee,001,06,TN001,Tennessee,"Anderson, TN",Dtf:7th Judicial Distric,Special police,DTF:7TH JUDICIAL DISTRIC,TENN,"Knoxville, TN"
TN00108,Tennessee,001,08,TN001,Tennessee,"Anderson, TN",Spr: Cumberland Trail,Special police,SPR: CUMBERLAND TRAIL,TENN,"Knoxville, TN"
TN00200,Tennessee,002,00,TN002,Tennessee,"Bedford, TN",Bedford County,Sheriff,BEDFORD,TENN,Rural Tennessee
TN00201,Tennessee,002,01,TN002,Tennessee,"Bedford, TN",Shelbyville,Municipal police,SHELBYVILLE,TENN,Rural Tennessee
TN00202,Tennessee,002,02,TN002,Tennessee,"Bedford, TN",Wartrace,Municipal police,WARTRACE,TENN,Rural Tennessee
TN0020A,Tennessee,002,0A,TN002,Tennessee,"Bedford, TN",Tn Tech Ctr: Shelbyville,Special police,TN TECH CTR: SHELBYVILLE,TENN,Rural Tennessee
TN00300,Tennessee,003,00,TN003,Tennessee,"Benton, TN",Benton County,Sheriff,BENTON,TENN,Rural Tennessee
TN00301,Tennessee,003,01,TN003,Tennessee,"Benton, TN",Camden,Municipal police,CAMDEN,TENN,Rural Tennessee
TN00302,Tennessee,003,02,TN003,Tennessee,"Benton, TN",Big Sandy,Municipal police,BIG SANDY,TENN,Rural Tennessee
TN00303,Tennessee,003,03,TN003,Tennessee,"Benton, TN",Spr: Nathan Bedford Forr,Special police,SPR: NATHAN BEDFORD FORR,TENN,Rural Tennessee
TN00400,Tennessee,004,00,TN004,Tennessee,"Bledsoe, TN",Bledsoe County,Sheriff,BLEDSOE,TENN,Rural Tennessee
TN00401,Tennessee,004,01,TN004,Tennessee,"Bledsoe, TN",Pikeville,Municipal police,PIKEVILLE,TENN,Rural Tennessee
TN00402,Tennessee,004,02,TN004,Tennessee,"Bledsoe, TN",Spr: Fall Creek Falls,Special police,SPR: FALL CREEK FALLS,TENN,Rural Tennessee
TN00500,Tennessee,005,00,TN005,Tennessee,"Blount, TN",Blount County,Sheriff,BLOUNT,TENN,"Knoxville, TN"
TN00501,Tennessee,005,01,TN005,Tennessee,"Blount, TN",Alcoa,Municipal police,ALCOA,TENN,"Knoxville, TN"
TN00502,Tennessee,005,02,TN005,Tennessee,"Blount, TN",Maryville,Municipal police,MARYVILLE,TENN,"Knoxville, TN"
TN00503,Tennessee,005,03,TN005,Tennessee,"Blount, TN",Friendsville,Municipal police,FRIENDSVILLE,TENN,"Knoxville, TN"
TN00504,Tennessee,005,04,TN005,Tennessee,"Blount, TN",Rockford,Municipal police,ROCKFORD,TENN,"Knoxville, TN"
TN00505,Tennessee,005,05,TN005,Tennessee,"Blount, TN",Townsend,Municipal police,TOWNSEND,TENN,"Knoxville, TN"
TN00506,Tennessee,005,06,TN005,Tennessee,"Blount, TN",Dtf:5th Judicial Distric,Special police,DTF:5TH JUDICIAL DISTRIC,TENN,"Knoxville, TN"
TN00507,Tennessee,005,07,TN005,Tennessee,"Blount, TN",Knoxville Metro Airport,Special police,KNOXVILLE METRO AIRPORT,TENN,"Knoxville, TN"
TN0050A,Tennessee,005,0A,TN005,Tennessee,"Blount, TN",Maryville College,Special police,MARYVILLE COLLEGE,TENN,"Knoxville, TN"
TN00600,Tennessee,006,00,TN006,Tennessee,"Bradley, TN",Bradley County,Sheriff,BRADLEY,TENN,"Cleveland, TN"
TN00601,Tennessee,006,01,TN006,Tennessee,"Bradley, TN",Cleveland,Municipal police,CLEVELAND,TENN,"Cleveland, TN"
TN00602,Tennessee,006,02,TN006,Tennessee,"Bradley, TN",Charleston,Municipal police,CHARLESTON,TENN,"Cleveland, TN"
TN00603,Tennessee,006,03,TN006,Tennessee,"Bradley, TN",Dtf:10th Judicial Distri,Special police,DTF:10TH JUDICIAL DISTRI,TENN,"Cleveland, TN"
TN00604,Tennessee,006,04,TN006,Tennessee,"Bradley, TN",Spr: Red Clay St His Pk,Special police,SPR: RED CLAY ST HIS PK,TENN,"Cleveland, TN"
TN00605,Tennessee,006,05,TN006,Tennessee,"Bradley, TN",Cleveland State Com Col,Special police,CLEVELAND STATE COM COL,TENN,"Cleveland, TN"
TN0060A,Tennessee,006,0A,TN006,Tennessee,"Bradley, TN",Pentecostal Theolgcl Sem,Special police,PENTECOSTAL THEOLGCL SEM,TENN,"Cleveland, TN"
TN0069P,Tennessee,006,9P,TN006,Tennessee,"Bradley, TN",Lee University,Special police,LEE UNIVERSITY,TENN,"Cleveland, TN"
TN00700,Tennessee,007,00,TN007,Tennessee,"Campbell, TN",Campbell County,Sheriff,CAMPBELL,TENN,Rural Tennessee
TN00701,Tennessee,007,01,TN007,Tennessee,"Campbell, TN",Jellico,Municipal police,JELLICO,TENN,Rural Tennessee
TN00702,Tennessee,007,02,TN007,Tennessee,"Campbell, TN",La Follette,Municipal police,LA FOLLETTE,TENN,Rural Tennessee
TN00703,Tennessee,007,03,TN007,Tennessee,"Campbell, TN",Caryville,Municipal police,CARYVILLE,TENN,Rural Tennessee
TN00704,Tennessee,007,04,TN007,Tennessee,"Campbell, TN",Jacksboro,Municipal police,JACKSBORO,TENN,Rural Tennessee
TN00705,Tennessee,007,05,TN007,Tennessee,"Campbell, TN",Spr: Cove Lake,Special police,SPR: COVE LAKE,TENN,Rural Tennessee
TN00706,Tennessee,007,06,TN007,Tennessee,"Campbell, TN",Spr: Indian Mountain,Special police,SPR: INDIAN MOUNTAIN,TENN,Rural Tennessee
TN00707,Tennessee,007,07,TN007,Tennessee,"Campbell, TN",Dtf:8th Judicial Distric,Special police,DTF:8TH JUDICIAL DISTRIC,TENN,Rural Tennessee
TN0070A,Tennessee,007,0A,TN007,Tennessee,"Campbell, TN",Tn Tech Ctr: Jacksboro,Special police,TN TECH CTR: JACKSBORO,TENN,Rural Tennessee
TN0070B,Tennessee,007,0B,TN007,Tennessee,"Campbell, TN",Jacksboro Dtf-8th Dist,Special police,JACKSBORO DTF-8TH DIST,TENN,Rural Tennessee
TN00800,Tennessee,008,00,TN008,Tennessee,"Cannon, TN",Cannon County,Sheriff,CANNON,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN00801,Tennessee,008,01,TN008,Tennessee,"Cannon, TN",Woodbury,Municipal police,WOODBURY,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN00900,Tennessee,009,00,TN009,Tennessee,"Carroll, TN",Carroll County,Sheriff,CARROLL,TENN,Rural Tennessee
TN00901,Tennessee,009,01,TN009,Tennessee,"Carroll, TN",Huntingdon,Municipal police,HUNTINGDON,TENN,Rural Tennessee
TN00902,Tennessee,009,02,TN009,Tennessee,"Carroll, TN",Bruceton,Municipal police,BRUCETON,TENN,Rural Tennessee
TN00903,Tennessee,009,03,TN009,Tennessee,"Carroll, TN",Mckenzie,Municipal police,MCKENZIE,TENN,Rural Tennessee
TN00904,Tennessee,009,04,TN009,Tennessee,"Carroll, TN",Trezevant,Municipal police,TREZEVANT,TENN,Rural Tennessee
TN00906,Tennessee,009,06,TN009,Tennessee,"Carroll, TN",Hollow Rock,Municipal police,HOLLOW ROCK,TENN,Rural Tennessee
TN00907,Tennessee,009,07,TN009,Tennessee,"Carroll, TN",Dtf:24th Judicial Distri,Special police,DTF:24TH JUDICIAL DISTRI,TENN,Rural Tennessee
TN00908,Tennessee,009,08,TN009,Tennessee,"Carroll, TN",Clarksburg,Municipal police,CLARKSBURG,TENN,Rural Tennessee
TN0090A,Tennessee,009,0A,TN009,Tennessee,"Carroll, TN",Bethel College,Special police,BETHEL COLLEGE,TENN,Rural Tennessee
TN0090B,Tennessee,009,0B,TN009,Tennessee,"Carroll, TN",Tn Tech Ctr: Mc Kenzie,Special police,TN TECH CTR: MC KENZIE,TENN,Rural Tennessee
TN01000,Tennessee,010,00,TN010,Tennessee,"Carter, TN",Carter County,Sheriff,CARTER,TENN,"Johnson City, TN"
TN01001,Tennessee,010,01,TN010,Tennessee,"Carter, TN",Elizabethton,Municipal police,ELIZABETHTON,TENN,"Johnson City, TN"
TN01002,Tennessee,010,02,TN010,Tennessee,"Carter, TN",Watauga,Municipal police,WATAUGA,TENN,"Johnson City, TN"
TN01003,Tennessee,010,03,TN010,Tennessee,"Carter, TN",Spr: Roan Mountain,Special police,SPR: ROAN MOUNTAIN,TENN,"Johnson City, TN"
TN01004,Tennessee,010,04,TN010,Tennessee,"Carter, TN",Spr:Sycamore Shoals S Hp,Special police,SPR:SYCAMORE SHOALS S HP,TENN,"Johnson City, TN"
TN0100A,Tennessee,010,0A,TN010,Tennessee,"Carter, TN",Milligan College,Special police,MILLIGAN COLLEGE,TENN,"Johnson City, TN"
TN0100B,Tennessee,010,0B,TN010,Tennessee,"Carter, TN",Tn Tech Ctr:Elizabethton,Special police,TN TECH CTR:ELIZABETHTON,TENN,"Johnson City, TN"
TN01100,Tennessee,011,00,TN011,Tennessee,"Cheatham, TN",Cheatham County,Sheriff,CHEATHAM,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01101,Tennessee,011,01,TN011,Tennessee,"Cheatham, TN",Ashland City,Municipal police,ASHLAND CITY,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01102,Tennessee,011,02,TN011,Tennessee,"Cheatham, TN",Kingston Springs,Municipal police,KINGSTON SPRINGS,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01103,Tennessee,011,03,TN011,Tennessee,"Cheatham, TN",Pleasant View,Municipal police,PLEASANT VIEW,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01200,Tennessee,012,00,TN012,Tennessee,"Chester, TN",Chester County,Sheriff,CHESTER,TENN,"Jackson, TN"
TN01201,Tennessee,012,01,TN012,Tennessee,"Chester, TN",Henderson,Municipal police,HENDERSON,TENN,"Jackson, TN"
TN01202,Tennessee,012,02,TN012,Tennessee,"Chester, TN",Spr: Chickasaw,Special police,SPR: CHICKASAW,TENN,"Jackson, TN"
TN0120A,Tennessee,012,0A,TN012,Tennessee,"Chester, TN",Freed-Hardeman Univ,Special police,FREED-HARDEMAN UNIV,TENN,"Jackson, TN"
TN01300,Tennessee,013,00,TN013,Tennessee,"Claiborne, TN",Claiborne County,Sheriff,CLAIBORNE,TENN,Rural Tennessee
TN01301,Tennessee,013,01,TN013,Tennessee,"Claiborne, TN",New Tazewell,Municipal police,NEW TAZEWELL,TENN,Rural Tennessee
TN01302,Tennessee,013,02,TN013,Tennessee,"Claiborne, TN",Tazewell,Municipal police,TAZEWELL,TENN,Rural Tennessee
TN01303,Tennessee,013,03,TN013,Tennessee,"Claiborne, TN",Cumberland Gap,Municipal police,CUMBERLAND GAP,TENN,Rural Tennessee
TN01305,Tennessee,013,05,TN013,Tennessee,"Claiborne, TN",Lincoln Memorial Univers,Special police,LINCOLN MEMORIAL UNIVERS,TENN,Rural Tennessee
TN0130A,Tennessee,013,0A,TN013,Tennessee,"Claiborne, TN",Lincoln Memorial Univers,Special police,LINCOLN MEMORIAL UNIVERS,TENN,Rural Tennessee
TN01400,Tennessee,014,00,TN014,Tennessee,"Clay, TN",Clay County,Sheriff,CLAY,TENN,Rural Tennessee
TN01401,Tennessee,014,01,TN014,Tennessee,"Clay, TN",Celina,Municipal police,CELINA,TENN,Rural Tennessee
TN01500,Tennessee,015,00,TN015,Tennessee,"Cocke, TN",Cocke County,Sheriff,COCKE,TENN,Rural Tennessee
TN01501,Tennessee,015,01,TN015,Tennessee,"Cocke, TN",Newport,Municipal police,NEWPORT,TENN,Rural Tennessee
TN01600,Tennessee,016,00,TN016,Tennessee,"Coffee, TN",Coffee County,Sheriff,COFFEE,TENN,Rural Tennessee
TN01601,Tennessee,016,01,TN016,Tennessee,"Coffee, TN",Manchester,Municipal police,MANCHESTER,TENN,Rural Tennessee
TN01602,Tennessee,016,02,TN016,Tennessee,"Coffee, TN",Tullahoma,Municipal police,TULLAHOMA,TENN,Rural Tennessee
TN01603,Tennessee,016,03,TN016,Tennessee,"Coffee, TN",Spr:Old Stone Fort S A P,Special police,SPR:OLD STONE FORT S A P,TENN,Rural Tennessee
TN01605,Tennessee,016,05,TN016,Tennessee,"Coffee, TN",Drug Task Force: 14th Judicial District,Special police,DTF:14TH JUDICIAL DISTRI,TENN,Rural Tennessee
TN0160A,Tennessee,016,0A,TN016,Tennessee,"Coffee, TN",Univ Of Tn:Space Institu,Special police,UNIV OF TN:SPACE INSTITU,TENN,Rural Tennessee
TN0160C,Tennessee,016,0C,TN016,Tennessee,"Coffee, TN",Manchester Dtf,Special police,MANCHESTER DTF,TENN,Rural Tennessee
TN0169E,Tennessee,016,9E,TN016,Tennessee,"Coffee, TN",Motlow State Comm Coll,Special police,MOTLOW STATE COMM COLL,TENN,Rural Tennessee
TN01700,Tennessee,017,00,TN017,Tennessee,"Crockett, TN",Crockett County,Sheriff,CROCKETT,TENN,Rural Tennessee
TN01701,Tennessee,017,01,TN017,Tennessee,"Crockett, TN",Alamo,Municipal police,ALAMO,TENN,Rural Tennessee
TN01702,Tennessee,017,02,TN017,Tennessee,"Crockett, TN",Bells,Municipal police,BELLS,TENN,Rural Tennessee
TN01703,Tennessee,017,03,TN017,Tennessee,"Crockett, TN",Friendship,Municipal police,FRIENDSHIP,TENN,Rural Tennessee
TN01704,Tennessee,017,04,TN017,Tennessee,"Crockett, TN",Maury City,Municipal police,MAURY CITY,TENN,Rural Tennessee
TN01705,Tennessee,017,05,TN017,Tennessee,"Crockett, TN",Gadsden,Municipal police,GADSDEN,TENN,Rural Tennessee
TN01800,Tennessee,018,00,TN018,Tennessee,"Cumberland, TN",Cumberland County,Sheriff,CUMBERLAND,TENN,Rural Tennessee
TN01801,Tennessee,018,01,TN018,Tennessee,"Cumberland, TN",Crossville,Municipal police,CROSSVILLE,TENN,Rural Tennessee
TN01802,Tennessee,018,02,TN018,Tennessee,"Cumberland, TN",Spr: Cumberland Mountain,Special police,SPR: CUMBERLAND MOUNTAIN,TENN,Rural Tennessee
TN01803,Tennessee,018,03,TN018,Tennessee,"Cumberland, TN",Wildlife Ra: Region 3,Special police,WILDLIFE RA: REGION 3,TENN,Rural Tennessee
TN0180A,Tennessee,018,0A,TN018,Tennessee,"Cumberland, TN",Tn Tech Ctr: Crossville,Special police,TN TECH CTR: CROSSVILLE,TENN,Rural Tennessee
TN01901,Tennessee,019,01,TN019,Tennessee,"Davidson, TN",Nashville,Municipal police,NASHVILLE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01902,Tennessee,019,02,TN019,Tennessee,"Davidson, TN",Berry Hill,Municipal police,BERRY HILL,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01903,Tennessee,019,03,TN019,Tennessee,"Davidson, TN",Belle Meade,Municipal police,BELLE MEADE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01904,Tennessee,019,04,TN019,Tennessee,"Davidson, TN",Goodlettsville,Municipal police,GOODLETTSVILLE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01905,Tennessee,019,05,TN019,Tennessee,"Davidson, TN",Oak Hill,Municipal police,OAK HILL,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01906,Tennessee,019,06,TN019,Tennessee,"Davidson, TN",Metropolitan Board of Parks & Recreation,Special police,METRO NASHVILLE PARK POL,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01907,Tennessee,019,07,TN019,Tennessee,"Davidson, TN",State Fire Marshal,Special police,STATE FIRE MARSHAL,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01908,Tennessee,019,08,TN019,Tennessee,"Davidson, TN",Nashville Int Airport,Special police,NASHVILLE INT AIRPORT,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190B,Tennessee,019,0B,TN019,Tennessee,"Davidson, TN",Aquinas College,Special police,AQUINAS COLLEGE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190C,Tennessee,019,0C,TN019,Tennessee,"Davidson, TN",Belmont University,Special police,BELMONT UNIVERSITY,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190D,Tennessee,019,0D,TN019,Tennessee,"Davidson, TN",Lipscomb Universit,Special police,LIPSCOMB UNIVERSIT,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190E,Tennessee,019,0E,TN019,Tennessee,"Davidson, TN",Daymar Instit: Nashville,Special police,DAYMAR INSTIT: NASHVILLE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190F,Tennessee,019,0F,TN019,Tennessee,"Davidson, TN",Fisk University,Special police,FISK UNIVERSITY,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190G,Tennessee,019,0G,TN019,Tennessee,"Davidson, TN",Welch College,Special police,WELCH COLLEGE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190H,Tennessee,019,0H,TN019,Tennessee,"Davidson, TN",John Gupton College,Special police,JOHN GUPTON COLLEGE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190I,Tennessee,019,0I,TN019,Tennessee,"Davidson, TN",Meharry Medical College,Special police,MEHARRY MEDICAL COLLEGE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190J,Tennessee,019,0J,TN019,Tennessee,"Davidson, TN",Mid Tenn Sch Of Anest,Municipal police,MID TENN SCH OF ANEST,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190K,Tennessee,019,0K,TN019,Tennessee,"Davidson, TN",Nashville Auto Diesel Co,Municipal police,NASHVILLE AUTO DIESEL CO,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190L,Tennessee,019,0L,TN019,Tennessee,"Davidson, TN",Tn Tech Ctr: Nashville,Special police,TN TECH CTR: NASHVILLE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190M,Tennessee,019,0M,TN019,Tennessee,"Davidson, TN",Trevecca Nazarene Univer,Special police,TREVECCA NAZARENE UNIVER,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190N,Tennessee,019,0N,TN019,Tennessee,"Davidson, TN",American Baptist College,Special police,AMERICAN BAPTIST COLLEGE,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0190P,Tennessee,019,0P,TN019,Tennessee,"Davidson, TN",Dtf:20th Judicial Distri,Special police,DTF:20TH JUDICIAL DISTRI,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01910,Tennessee,019,10,TN019,Tennessee,"Davidson, TN",Wildlife Ra: Region 2,Special police,WILDLIFE RA: REGION 2,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01914,Tennessee,019,14,TN019,Tennessee,"Davidson, TN",Lakewood,Municipal police,LAKEWOOD,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01917,Tennessee,019,17,TN019,Tennessee,"Davidson, TN",Tennessee State University,Special police,TENNESSEE STATE UNIVERSI,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01918,Tennessee,019,18,TN019,Tennessee,"Davidson, TN",Alcoholic Beverage Commi,Special police,ALCOHOLIC BEVERAGE COMMI,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01919,Tennessee,019,19,TN019,Tennessee,"Davidson, TN",Spr:Radnor Lake Nat Area,Special police,SPR:RADNOR LAKE NAT AREA,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01920,Tennessee,019,20,TN019,Tennessee,"Davidson, TN",Spr: Long Hunter,Special police,SPR: LONG HUNTER,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01921,Tennessee,019,21,TN019,Tennessee,"Davidson, TN","Tn Dept Of Revenue, Siu",Special police,"TN DEPT OF REVENUE, SIU",TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01923,Tennessee,019,23,TN019,Tennessee,"Davidson, TN",Nashville St Community C,Special police,NASHVILLE ST COMMUNITY C,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01926,Tennessee,019,26,TN019,Tennessee,"Davidson, TN",Spr: Bicentennial Cap Ml,Special police,SPR: BICENTENNIAL CAP ML,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01941,Tennessee,019,41,TN019,Tennessee,"Davidson, TN",Dept of Correction Int A,Special police,DEPT OF CORRECTION INT A,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN01998,Tennessee,019,98,TN019,Tennessee,"Davidson, TN",Tenncare Off Inspct Gnrl,Special police,TENNCARE OFF INSPCT GNRL,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN0199E,Tennessee,019,9E,TN019,Tennessee,"Davidson, TN",Vanderbilt University,Special police,VANDERBILT UNIVERSITY,TENN,"Nashville-Davidson--Murfreesboro, TN"
TN02000,Tennessee,020,00,TN020,Tennessee,"Decatur, TN",Decatur County,Sheriff,DECATUR,TENN,Rural Tennessee
TN02001,Tennessee,020,01,TN020,Tennessee,"Decatur, TN",Parsons,Municipal police,PARSONS,TENN,Rural Tennessee
TN02002,Tennessee,020,02,TN020,Tennessee,"Decatur, TN",Decaturville,Municipal police,DECATURVILLE,TENN,Rural Tennessee
TN02100,Tennessee,021,00,TN021,Tennessee,"DeKalb, TN",DeKalb County,Sheriff,DEKALB,TENN,Rural Tennessee
TN02101,Tennessee,021,01,TN021,Tennessee,"DeKalb, TN",Smithville,Municipal police,SMITHVILLE,TENN,Rural Tennessee
TN02102,Tennessee,021,02,TN021,Tennessee,"DeKalb, TN",Alexandria,Municipal police,ALEXANDRIA,TENN,Rural Tennessee
TN02103,Tennessee,021,03,TN021,Tennessee,"DeKalb, TN",Spr: Edgar Evins,Special police,SPR: EDGAR EVINS,TENN,Rural Tennessee
TN02200,Tennessee,022,00,TN022,Tennessee,"Dickson, TN",Dickson County,Sheriff,DICKSON,TENN,"Nashville-Davidson--Murfreesboro, TN"
