Ori,State,County,Unit,State_County,fstate,CNTYFIPS,agency,agentype,agency2,StateName2,MSA
AK00101,Alaska,001,01,AK001,Alaska,"Anchorage, AK",Anchorage,Municipal police,ANCHORAGE,ALASKA,"Anchorage, AK"
AK00102,Alaska,001,02,AK001,Alaska,"Fairbanks North Star, AK",Fairbanks,Municipal police,FAIRBANKS,ALASKA,"Fairbanks, AK"
AK00103,Alaska,001,03,AK001,Alaska,"Juneau, AK",Juneau,Municipal police,JUNEAU,ALASKA,Rural Alaska
AK00104,Alaska,001,04,AK001,Alaska,"Ketchikan Gateway, AK",Ketchikan,Municipal police,KETCHIKAN,ALASKA,Rural Alaska
AK00105,Alaska,001,05,AK001,Alaska,"Kodiak Island, AK",Kodiak,Municipal police,KODIAK,ALASKA,Rural Alaska
AK00106,Alaska,001,06,AK001,Alaska,"Nome, AK",Nome,Municipal police,NOME,ALASKA,Rural Alaska
AK00107,Alaska,001,07,AK001,Alaska,"Wrangell-Petersburg, AK",Petersburg,Municipal police,PETERSBURG,ALASKA,Rural Alaska
AK00108,Alaska,001,08,AK001,Alaska,"Kenai Peninsula, AK",Seward,Municipal police,SEWARD,ALASKA,Rural Alaska
AK00109,Alaska,001,09,AK001,Alaska,"Sitka, AK",Sitka,Municipal police,SITKA,ALASKA,Rural Alaska
AK00110,Alaska,001,10,AK001,Alaska,"Skagway-Hoonah-Angoon, AK",Skagway,Municipal police,SKAGWAY,ALASKA,Rural Alaska
AK00111,Alaska,001,11,AK001,Alaska,"Wrangell-Petersburg, AK",Wrangell,Municipal police,WRANGELL,ALASKA,Rural Alaska
AK00112,Alaska,001,12,AK001,Alaska,"Valdez-Cordova, AK",Valdez,Municipal police,VALDEZ,ALASKA,Rural Alaska
AK00113,Alaska,001,13,AK001,Alaska,"Bethel, AK",Bethel,Municipal police,BETHEL,ALASKA,Rural Alaska
AK00114,Alaska,001,14,AK001,Alaska,"Valdez-Cordova, AK",Cordova,Municipal police,CORDOVA,ALASKA,Rural Alaska
AK00116,Alaska,001,16,AK001,Alaska,"Northwest Arctic, AK",Kotzebue,Municipal police,KOTZEBUE,ALASKA,Rural Alaska
AK00117,Alaska,001,17,AK001,Alaska,"Matanuska-Susitna, AK",Palmer,Municipal police,PALMER,ALASKA,"Anchorage, AK"
AK00118,Alaska,001,18,AK001,Alaska,"North Slope, AK",North Slope Borough,County police,NORTH SLOPE BOROUGH,ALASKA,Rural Alaska
AK00119,Alaska,001,19,AK001,Alaska,"Kenai Peninsula, AK",Seldovia,Municipal police,SELDOVIA,ALASKA,Rural Alaska
AK00120,Alaska,001,20,AK001,Alaska,"Kenai Peninsula, AK",Soldotna,Municipal police,SOLDOTNA,ALASKA,Rural Alaska
AK00121,Alaska,001,21,AK001,Alaska,"Haines, AK",Haines,Municipal police,HAINES,ALASKA,Rural Alaska
AK00122,Alaska,001,22,AK001,Alaska,"Kenai Peninsula, AK",Homer,Municipal police,HOMER,ALASKA,Rural Alaska
AK00123,Alaska,001,23,AK001,Alaska,"Kenai Peninsula, AK",Kenai,Municipal police,KENAI,ALASKA,Rural Alaska
AK00124,Alaska,001,24,AK001,Alaska,"Anchorage, AK",Spenard Service District,Special police,SPENARD SERVICE DISTRICT,ALASKA,"Anchorage, AK"
AK00125,Alaska,001,25,AK001,Alaska,"Prince of Wales-Outer Ketchikan, AK",Metlakatla Tribal,Tribal,METLAKATLA TRIBAL,ALASKA,Rural Alaska
AK00126,Alaska,001,26,AK001,Alaska,"Fairbanks North Star, AK",Fairbanks Intrnl Airport,Special police,FAIRBANKS INTRNL AIRPORT,ALASKA,"Fairbanks, AK"
AK00127,Alaska,001,27,AK001,Alaska,"Anchorage, AK",Anchorage Intrntl Airpor,Special police,ANCHORAGE INTRNTL AIRPOR,ALASKA,"Anchorage, AK"
AK00128,Alaska,001,28,AK001,Alaska,"Valdez-Cordova, AK",Whittier,Municipal police,WHITTIER,ALASKA,Rural Alaska
AK00130,Alaska,001,30,AK001,Alaska,"Dillingham, AK",Dillingham,Municipal police,DILLINGHAM,ALASKA,Rural Alaska
AK00131,Alaska,001,31,AK001,Alaska,"Skagway-Hoonah-Angoon, AK",Hoonah,Municipal police,HOONAH,ALASKA,Rural Alaska
AK00132,Alaska,001,32,AK001,Alaska,"Fairbanks North Star, AK",North Pole,Municipal police,NORTH POLE,ALASKA,"Fairbanks, AK"
AK00133,Alaska,001,33,AK001,Alaska,"Aleutians West, AK",Unalaska,Municipal police,UNALASKA,ALASKA,Rural Alaska
AK00135,Alaska,001,35,AK001,Alaska,"Prince of Wales-Outer Ketchikan, AK",Klawock,Municipal police,KLAWOCK,ALASKA,Rural Alaska
AK00142,Alaska,001,42,AK001,Alaska,"Anchorage, AK",University of Alaska:  Fairbanks,Special police,UNIV OF AK: FAIRBANKS,ALASKA,"Anchorage, AK"
AK00143,Alaska,001,43,AK001,Alaska,"Anchorage, AK",Univ Of Ak: Anchorage,Special police,UNIV OF AK: ANCHORAGE,ALASKA,"Anchorage, AK"
AK00145,Alaska,001,45,AK001,Alaska,"Prince of Wales-Outer Ketchikan, AK",Craig,Municipal police,CRAIG,ALASKA,Rural Alaska
AK00146,Alaska,001,46,AK001,Alaska,"Bristol Bay, AK",Bristol Bay Borough,County police,BRISTOL BAY BOROUGH,ALASKA,Rural Alaska
AK00147,Alaska,001,47,AK001,Alaska,"Wrangell-Petersburg, AK",Kake,Municipal police,KAKE,ALASKA,Rural Alaska
AK00149,Alaska,001,49,AK001,Alaska,"Yukon-Koyukuk, AK",Nenana,Municipal police,NENANA,ALASKA,Rural Alaska
AK00150,Alaska,001,50,AK001,Alaska,"Aleutians West, AK",St. Paul,Municipal police,ST. PAUL,ALASKA,Rural Alaska
AK00152,Alaska,001,52,AK001,Alaska,"Aleutians East, AK",Sand Point,Municipal police,SAND POINT,ALASKA,Rural Alaska
AK00154,Alaska,001,54,AK001,Alaska,"Dillingham, AK",Togiak,Municipal police,TOGIAK,ALASKA,Rural Alaska
AK00156,Alaska,001,56,AK001,Alaska,"Matanuska-Susitna, AK",Wasilla,Municipal police,WASILLA,ALASKA,"Anchorage, AK"
AK00163,Alaska,001,63,AK001,Alaska,"Yukon-Koyukuk, AK",Anvik,Municipal police,ANVIK,ALASKA,Rural Alaska
AK00164,Alaska,001,64,AK001,Alaska,"Wade Hampton, AK",Emmonak,Municipal police,EMMONAK,ALASKA,Rural Alaska
AK00166,Alaska,001,66,AK001,Alaska,"Matanuska-Susitna, AK",Houston,Municipal police,HOUSTON,ALASKA,"Anchorage, AK"
AK02004,Alaska,020,04,AK020,Alaska,"Juneau, AK",Alcohol Bev Control Brd,Special police,ALCOHOL BEV CONTROL BRD,ALASKA,Rural Alaska
AKASP00,Alaska,ASP,00,AKASP,Alaska,"Juneau, AK",State Troopers,Primary state LE,STATE TROOPERS,ALASKA,Rural Alaska
AKAST01,Alaska,001,01,AK0-1,Alaska,"Anchorage, AK",Alaska State Troopers,Primary state LE,ALASKA STATE TROOPERS,ALASKA,"Anchorage, AK"
AL00100,Alabama,001,00,AL001,Alabama,"Jefferson, AL",Jefferson County,Sheriff,JEFFERSON,ALA,"Birmingham-Hoover, AL"
AL00101,Alabama,001,01,AL001,Alabama,"Jefferson, AL",Bessemer,Municipal police,BESSEMER,ALA,"Birmingham-Hoover, AL"
AL00102,Alabama,001,02,AL001,Alabama,"Jefferson, AL",Birmingham,Municipal police,BIRMINGHAM,ALA,"Birmingham-Hoover, AL"
AL00103,Alabama,001,03,AL001,Alabama,"Jefferson, AL",Mountain Brook,Municipal police,MOUNTAIN BROOK,ALA,"Birmingham-Hoover, AL"
AL00104,Alabama,001,04,AL001,Alabama,"Jefferson, AL",Fairfield,Municipal police,FAIRFIELD,ALA,"Birmingham-Hoover, AL"
AL00105,Alabama,001,05,AL001,Alabama,"Jefferson, AL",Gardendale,Municipal police,GARDENDALE,ALA,"Birmingham-Hoover, AL"
AL00106,Alabama,001,06,AL001,Alabama,"Jefferson, AL",Leeds,Municipal police,LEEDS,ALA,"Birmingham-Hoover, AL"
AL00107,Alabama,001,07,AL001,Alabama,"Jefferson, AL",Midfield,Municipal police,MIDFIELD,ALA,"Birmingham-Hoover, AL"
AL00108,Alabama,001,08,AL001,Alabama,"Jefferson, AL",Tarrant City,Municipal police,TARRANT,ALA,"Birmingham-Hoover, AL"
AL00109,Alabama,001,09,AL001,Alabama,"Jefferson, AL",Vestavia Hills,Municipal police,VESTAVIA HILLS,ALA,"Birmingham-Hoover, AL"
AL00110,Alabama,001,10,AL001,Alabama,"Jefferson, AL",Homewood,Municipal police,HOMEWOOD,ALA,"Birmingham-Hoover, AL"
AL00111,Alabama,001,11,AL001,Alabama,"Jefferson, AL",Fultondale,Municipal police,FULTONDALE,ALA,"Birmingham-Hoover, AL"
AL00112,Alabama,001,12,AL001,Alabama,"Jefferson, AL",Hoover,Municipal police,HOOVER,ALA,"Birmingham-Hoover, AL"
AL00113,Alabama,001,13,AL001,Alabama,"Jefferson, AL",Irondale,Municipal police,IRONDALE,ALA,"Birmingham-Hoover, AL"
AL00114,Alabama,001,14,AL001,Alabama,"Jefferson, AL",Pleasant Grove,Municipal police,PLEASANT GROVE,ALA,"Birmingham-Hoover, AL"
AL00115,Alabama,001,15,AL001,Alabama,"Jefferson, AL",Roosevelt City,Municipal police,ROOSEVELT CITY,ALA,"Birmingham-Hoover, AL"
AL00116,Alabama,001,16,AL001,Alabama,"Jefferson, AL",Graysville,Municipal police,GRAYSVILLE,ALA,"Birmingham-Hoover, AL"
AL00117,Alabama,001,17,AL001,Alabama,"Jefferson, AL",Brownsville,Municipal police,BROWNSVILLE,ALA,"Birmingham-Hoover, AL"
AL00118,Alabama,001,18,AL001,Alabama,"Jefferson, AL",Brighton,Municipal police,BRIGHTON,ALA,"Birmingham-Hoover, AL"
AL00119,Alabama,001,19,AL001,Alabama,"Jefferson, AL",Hueytown,Municipal police,HUEYTOWN,ALA,"Birmingham-Hoover, AL"
AL00120,Alabama,001,20,AL001,Alabama,"Jefferson, AL",Lipscomb,Municipal police,LIPSCOMB,ALA,"Birmingham-Hoover, AL"
AL00121,Alabama,001,21,AL001,Alabama,"Jefferson, AL",Trussville,Municipal police,TRUSSVILLE,ALA,"Birmingham-Hoover, AL"
AL00122,Alabama,001,22,AL001,Alabama,"Jefferson, AL",Adamsville,Municipal police,ADAMSVILLE,ALA,"Birmingham-Hoover, AL"
AL00123,Alabama,001,23,AL001,Alabama,"Jefferson, AL",Warrior,Municipal police,WARRIOR,ALA,"Birmingham-Hoover, AL"
AL00124,Alabama,001,24,AL001,Alabama,"Jefferson, AL",Univ Of Al: Birmingham,Special police,UNIV OF AL: BIRMINGHAM,ALA,"Birmingham-Hoover, AL"
AL00125,Alabama,001,25,AL001,Alabama,"Jefferson, AL",Trafford,Municipal police,TRAFFORD,ALA,"Birmingham-Hoover, AL"
AL00126,Alabama,001,26,AL001,Alabama,"Jefferson, AL",Morris,Municipal police,MORRIS,ALA,"Birmingham-Hoover, AL"
AL00127,Alabama,001,27,AL001,Alabama,"Jefferson, AL",Brookside,Municipal police,BROOKSIDE,ALA,"Birmingham-Hoover, AL"
AL00128,Alabama,001,28,AL001,Alabama,"Jefferson, AL",Cardiff,Municipal police,CARDIFF,ALA,"Birmingham-Hoover, AL"
AL00129,Alabama,001,29,AL001,Alabama,"Jefferson, AL",Kimberly,Municipal police,KIMBERLY,ALA,"Birmingham-Hoover, AL"
AL00130,Alabam,001,30,AL001,Alabama,"Jefferson, AL",County Line,Municipal police,COUNTY LINE,ALA,"Birmingham-Hoover, AL"
AL00132,Alabam,001,32,AL001,Alabama,"Jefferson, AL",Tannehill Ironworks H Sp,Special police,TANNEHILL IRONWORKS H SP,ALA,"Birmingham-Hoover, AL"
AL00134,Alabam,001,34,AL001,Alabama,"Jefferson, AL",Jefferson State Comm Col,Special police,JEFFERSON STATE COMM COL,ALA,"Birmingham-Hoover, AL"
AL00135,Alabama,001,35,AL001,Alabama,"Jefferson, AL",Norfolk Southern Railway,Special police,NORFOLK SOUTHERN RAILWAY,ALA,"Birmingham-Hoover, AL"
AL00141,Alabama,001,41,AL001,Alabama,"Jefferson, AL",Samford University,Special police,SAMFORD UNIVERSITY,ALA,"Birmingham-Hoover, AL"
AL00145,Alabama,001,45,AL001,Alabama,"Jefferson, AL",Trussville Fd F&Exp I U,Special police,TRUSSVILLE FD F&EXP I U,ALA,"Birmingham-Hoover, AL"
AL00200,Alabama,002,00,AL002,Alabama,"Mobile, AL",Mobile County,Sheriff,MOBILE,ALA,"Mobile, AL"
AL00201,Alabama,002,01,AL002,Alabama,"Mobile, AL",Mobile,Municipal police,MOBILE,ALA,"Mobile, AL"
AL00202,Alabama,002,02,AL002,Alabama,"Mobile, AL",Prichard,Municipal police,PRICHARD,ALA,"Mobile, AL"
AL00203,Alabama,002,03,AL002,Alabama,"Mobile, AL",Chickasaw,Municipal police,CHICKASAW,ALA,"Mobile, AL"
AL00204,Alabama,002,04,AL002,Alabama,"Mobile, AL",Citronelle,Municipal police,CITRONELLE,ALA,"Mobile, AL"
AL00205,Alabama,002,05,AL002,Alabama,"Mobile, AL",Saraland,Municipal police,SARALAND,ALA,"Mobile, AL"
AL00206,Alabama,002,06,AL002,Alabama,"Mobile, AL",Bayou La Batre,Municipal police,BAYOU LA BATRE,ALA,"Mobile, AL"
AL00207,Alabama,002,07,AL002,Alabama,"Mobile, AL",Satsuma,Municipal police,SATSUMA,ALA,"Mobile, AL"
AL00208,Alabama,002,08,AL002,Alabama,"Mobile, AL",Mount Vernon,Municipal police,MOUNT VERNON,ALA,"Mobile, AL"
AL00209,Alabama,002,09,AL002,Alabama,"Mobile, AL",Wilmer,Municipal police,WILMER,ALA,"Mobile, AL"
AL00212,Alabama,002,12,AL002,Alabama,"Mobile, AL",Creola,Municipal police,CREOLA,ALA,"Mobile, AL"
AL00213,Alabama,002,13,AL002,Alabama,"Mobile, AL",Mobile Regional Airport,Special police,MOBILE REGIONAL AIRPORT,ALA,"Mobile, AL"
AL00214,Alabama,002,14,AL002,Alabama,"Mobile, AL",Univ Of South Alabama,Special police,UNIV OF SOUTH ALABAMA,ALA,"Mobile, AL"
AL00215,Alabama,002,15,AL002,Alabama,"Mobile, AL",Dauphin Island,Municipal police,DAUPHIN ISLAND,ALA,"Mobile, AL"
AL00217,Alabama,002,17,AL002,Alabama,"Mobile, AL",Bishop State Community C,Special police,BISHOP STATE COMMUNITY C,ALA,"Mobile, AL"
AL00300,Alabama,003,00,AL003,Alabama,"Montgomery, AL",Montgomery County,Sheriff,MONTGOMERY,ALA,"Montgomery, AL"
AL00301,Alabama,003,01,AL003,Alabama,"Montgomery, AL",Montgomery,Municipal police,MONTGOMERY,ALA,"Montgomery, AL"
AL00303,Alabama,003,03,AL003,Alabama,"Montgomery, AL",Al Conser Dpt Marine Pol,Special police,AL CONSER DPT MARINE POL,ALA,"Montgomery, AL"
AL00304,Alabama,003,04,AL003,Alabama,"Montgomery, AL",Al Alc Bev Control Board,Special police,AL ALC BEV CONTROL BOARD,ALA,"Montgomery, AL"
AL00305,Alabama,003,05,AL003,Alabama,"Montgomery, AL",Alabama Department of Mental Health,Special police,AL DEPT OF MENTAL HEALTH,ALA,"Montgomery, AL"
AL00306,Alabama,003,06,AL003,Alabama,"Montgomery, AL",Alabama State University,Special police,ALABAMA STATE UNIVERSITY,ALA,"Montgomery, AL"
AL00307,Alabama,003,07,AL003,Alabama,"Montgomery, AL","Auburn Univ, Montgomery",Special police,"AUBURN UNIV, MONTGOMERY",ALA,"Montgomery, AL"
AL00308,Alabama,003,08,AL003,Alabama,"Montgomery, AL",Al Pub Serv Comm Enf Div,Special police,AL PUB SERV COMM ENF DIV,ALA,"Montgomery, AL"
AL00310,Alabama,003,10,AL003,Alabama,"Montgomery, AL",Al Forestry Cmsn Le Sect,Special police,AL FORESTRY CMSN LE SECT,ALA,"Montgomery, AL"
AL00313,Alabama,003,13,AL003,Alabama,"Montgomery, AL",State Capitol Police,Special police,STATE CAPITOL POLICE,ALA,"Montgomery, AL"
AL00314,Alabama,003,14,AL003,Alabama,"Montgomery, AL",State Fire Marshal,Special police,STATE FIRE MARSHAL,ALA,"Montgomery, AL"
AL00319,Alabama,003,19,AL003,Alabama,"Montgomery, AL",City Mntgmry Husng Au Iu,Special police,CITY MNTGMRY HUSNG AU IU,ALA,"Montgomery, AL"
AL00320,Alabama,003,20,AL003,Alabama,"Montgomery, AL",Al Crim Jus Inf C Inv Un,Special police,AL CRIM JUS INF C INV UN,ALA,"Montgomery, AL"
AL00322,Alabama,003,22,AL003,Alabama,"Montgomery, AL",Baptist Medical Center,Special police,BAPTIST MEDICAL CENTER,ALA,"Montgomery, AL"
AL003FA,Alabama,003,FA,AL003,Alabama,"Montgomery, AL",Faulkner University,Special police,FAULKNER UNIVERSITY,ALA,"Montgomery, AL"
AL00400,Alabama,004,00,AL004,Alabama,"Autauga, AL",Autauga County,Sheriff,AUTAUGA,ALA,"Montgomery, AL"
AL00401,Alabama,004,01,AL004,Alabama,"Autauga, AL",Prattville,Municipal police,PRATTVILLE,ALA,"Montgomery, AL"
AL00402,Alabama,004,02,AL004,Alabama,"Autauga, AL",Autaugaville,Municipal police,AUTAUGAVILLE,ALA,"Montgomery, AL"
AL00500,Alabama,005,00,AL005,Alabama,"Baldwin, AL",Baldwin County,Sheriff,BALDWIN,ALA,Rural Alabama
AL00501,Alabama,005,01,AL005,Alabama,"Baldwin, AL",Bay Minette,Municipal police,BAY MINETTE,ALA,Rural Alabama
AL00502,Alabama,005,02,AL005,Alabama,"Baldwin, AL",Fairhope,Municipal police,FAIRHOPE,ALA,Rural Alabama
AL00503,Alabama,005,03,AL005,Alabama,"Baldwin, AL",Foley,Municipal police,FOLEY,ALA,Rural Alabama
AL00504,Alabama,005,04,AL005,Alabama,"Baldwin, AL",Gulf Shores,Municipal police,GULF SHORES,ALA,Rural Alabama
AL00505,Alabama,005,05,AL005,Alabama,"Baldwin, AL",Robertsdale,Municipal police,ROBERTSDALE,ALA,Rural Alabama
AL00506,Alabama,005,06,AL005,Alabama,"Baldwin, AL",Loxley,Municipal police,LOXLEY,ALA,Rural Alabama
AL00507,Alabama,005,07,AL005,Alabama,"Baldwin, AL",Silverhill,Municipal police,SILVERHILL,ALA,Rural Alabama
AL00508,Alabama,005,08,AL005,Alabama,"Baldwin, AL",Daphne,Municipal police,DAPHNE,ALA,Rural Alabama
AL00509,Alabama,005,09,AL005,Alabama,"Baldwin, AL",Summerdale,Municipal police,SUMMERDALE,ALA,Rural Alabama
AL00510,Alabama,005,10,AL005,Alabama,"Baldwin, AL",Elberta,Municipal police,ELBERTA,ALA,Rural Alabama
AL00511,Alabama,005,11,AL005,Alabama,"Baldwin, AL",Faulkner State Commnty C,Special police,FAULKNER STATE COMMNTY C,ALA,Rural Alabama
AL00512,Alabama,005,12,AL005,Alabama,"Baldwin, AL",Orange Beach,Municipal police,ORANGE BEACH,ALA,Rural Alabama
AL00513,Alabama,005,13,AL005,Alabama,"Baldwin, AL",Spanish Fort,Municipal police,SPANISH FORT,ALA,Rural Alabama
AL00600,Alabama,006,00,AL006,Alabama,"Barbour, AL",Barbour County,Sheriff,BARBOUR,ALA,Rural Alabama
AL00601,Alabama,006,01,AL006,Alabama,"Barbour, AL",Eufaula,Municipal police,EUFAULA,ALA,Rural Alabama
AL00602,Alabama,006,02,AL006,Alabama,"Barbour, AL",Clayton,Municipal police,CLAYTON,ALA,Rural Alabama
AL00603,Alabama,006,03,AL006,Alabama,"Barbour, AL",Clio,Municipal police,CLIO,ALA,Rural Alabama
AL00604,Alabama,006,04,AL006,Alabama,"Baldwin, AL",Louisville,Municipal police,LOUISVILLE,ALA,Rural Alabama
AL00607,Alabama,006,07,AL006,Alabama,"Barbour, AL",Baker Hill,Municipal police,BAKER HILL,ALA,Rural Alabama
AL00700,Alabama,007,00,AL007,Alabama,"Bibb, AL",Bibb County,Sheriff,BIBB,ALA,"Birmingham-Hoover, AL"
AL00701,Alabama,007,01,AL007,Alabama,"Bibb, AL",Centreville,Municipal police,CENTREVILLE,ALA,"Birmingham-Hoover, AL"
AL00702,Alabama,007,02,AL007,Alabama,"Bibb, AL",Brent,Municipal police,BRENT,ALA,"Birmingham-Hoover, AL"
AL00703,Alabama,007,03,AL007,Alabama,"Bibb, AL",West Blocton,Municipal police,WEST BLOCTON,ALA,"Birmingham-Hoover, AL"
AL00704,Alabama,007,04,AL007,Alabama,"Bibb, AL",Woodstock,Municipal police,WOODSTOCK,ALA,"Birmingham-Hoover, AL"
AL00800,Alabama,008,00,AL008,Alabama,"Blount, AL",Blount County,Sheriff,BLOUNT,ALA,"Birmingham-Hoover, AL"
AL00801,Alabama,008,01,AL008,Alabama,"Blount, AL",Oneonta,Municipal police,ONEONTA,ALA,"Birmingham-Hoover, AL"
AL00802,Alabama,008,02,AL008,Alabama,"Blount, AL",Blountsville,Municipal police,BLOUNTSVILLE,ALA,"Birmingham-Hoover, AL"
AL00803,Alabama,008,03,AL008,Alabama,"Blount, AL",Cleveland,Municipal police,CLEVELAND,ALA,"Birmingham-Hoover, AL"
AL00804,Alabama,008,04,AL008,Alabama,"Blount, AL",Snead,Municipal police,SNEAD,ALA,"Birmingham-Hoover, AL"
AL00805,Alabama,008,05,AL008,Alabama,"Blount, AL",Highland Lake,Municipal police,HIGHLAND LAKE,ALA,"Birmingham-Hoover, AL"
AL00900,Alabama,009,00,AL009,Alabama,"Bullock, AL",Bullock County,Sheriff,BULLOCK,ALA,Rural Alabama
AL00901,Alabama,009,01,AL009,Alabama,"Bullock, AL",Union Springs,Municipal police,UNION SPRINGS,ALA,Rural Alabama
AL01000,Alabama,010,00,AL010,Alabama,"Butler, AL",Butler County,Sheriff,BUTLER,ALA,Rural Alabama
AL01001,Alabama,010,01,AL010,Alabama,"Butler, AL",Greenville,Municipal police,GREENVILLE,ALA,Rural Alabama
AL01002,Alabama,010,02,AL010,Alabama,"Butler, AL",Georgiana,Municipal police,GEORGIANA,ALA,Rural Alabama
AL01003,Alabama,010,03,AL010,Alabama,"Butler, AL",Mckenzie,Municipal police,MCKENZIE,ALA,Rural Alabama
AL01100,Alabama,011,00,AL011,Alabama,"Calhoun, AL",Calhoun County,Sheriff,CALHOUN,ALA,"Anniston-Oxford, AL"
AL01101,Alabama,011,01,AL011,Alabama,"Calhoun, AL",Anniston,Municipal police,ANNISTON,ALA,"Anniston-Oxford, AL"
AL01102,Alabama,011,02,AL011,Alabama,"Calhoun, AL",Jacksonville,Municipal police,JACKSONVILLE,ALA,"Anniston-Oxford, AL"
AL01103,Alabama,011,03,AL011,Alabama,"Calhoun, AL",Piedmont,Municipal police,PIEDMONT,ALA,"Anniston-Oxford, AL"
AL01104,Alabama,011,04,AL011,Alabama,"Calhoun, AL",Weaver,Municipal police,WEAVER,ALA,"Anniston-Oxford, AL"
AL01105,Alabama,011,05,AL011,Alabama,"Calhoun, AL",Oxford,Municipal police,OXFORD,ALA,"Anniston-Oxford, AL"
AL01106,Alabama,011,06,AL011,Alabama,"Calhoun, AL",Hobson City,Municipal police,HOBSON CITY,ALA,"Anniston-Oxford, AL"
AL01107,Alabama,011,07,AL011,Alabama,"Calhoun, AL",Ohatchee,Municipal police,OHATCHEE,ALA,"Anniston-Oxford, AL"
AL01108,Alabama,011,08,AL011,Alabama,"Calhoun, AL",Jacksonville State University,Special police,JACKSONVILLE STATE UNIV,ALA,"Anniston-Oxford, AL"
AL01200,Alabama,012,00,AL012,Alabama,"Chambers, AL",Chambers County,Sheriff,CHAMBERS,ALA,Rural Alabama
AL01201,Alabama,012,01,AL012,Alabama,"Chambers, AL",Lafayette,Municipal police,LAFAYETTE,ALA,Rural Alabama
AL01202,Alabama,012,02,AL012,Alabama,"Chambers, AL",Lanett,Municipal police,LANETT,ALA,Rural Alabama
AL01204,Alabama,012,04,AL012,Alabama,"Chambers, AL",Valley,Municipal police,VALLEY,ALA,Rural Alabama
AL01300,Alabama,013,00,AL013,Alabama,"Cherokee, AL",Cherokee County,Sheriff,CHEROKEE,ALA,Rural Alabama
AL01301,Alabama,013,01,AL013,Alabama,"Cherokee, AL",Centre,Municipal police,CENTRE,ALA,Rural Alabama
AL01302,Alabama,013,02,AL013,Alabama,"Cherokee, AL",Cedar Bluff,Municipal police,CEDAR BLUFF,ALA,Rural Alabama
AL01303,Alabama,013,03,AL013,Alabama,"Cherokee, AL",Leesburg,Municipal police,LEESBURG,ALA,Rural Alabama
AL01400,Alabama,014,00,AL014,Alabama,"Chilton, AL",Chilton County,Sheriff,CHILTON,ALA,"Birmingham-Hoover, AL"
AL01401,Alabama,014,01,AL014,Alabama,"Chilton, AL",Clanton,Municipal police,CLANTON,ALA,"Birmingham-Hoover, AL"
AL01402,Alabama,014,02,AL014,Alabama,"Chilton, AL",Maplesville,Municipal police,MAPLESVILLE,ALA,"Birmingham-Hoover, AL"
AL01403,Alabama,014,03,AL014,Alabama,"Chilton, AL",Jemison,Municipal police,JEMISON,ALA,"Birmingham-Hoover, AL"
AL01404,Alabama,014,04,AL014,Alabama,"Chilton, AL",Thorsby,Municipal police,THORSBY,ALA,"Birmingham-Hoover, AL"
AL01500,Alabama,015,00,AL015,Alabama,"Choctaw, AL",Choctaw County,Sheriff,CHOCTAW,ALA,Rural Alabama
AL01501,Alabama,015,01,AL015,Alabama,"Choctaw, AL",Butler,Municipal police,BUTLER,ALA,Rural Alabama
AL01502,Alabama,015,02,AL015,Alabama,"Choctaw, AL",Gilbertown,Municipal police,GILBERTOWN,ALA,Rural Alabama
AL01503,Alabama,015,03,AL015,Alabama,"Choctaw, AL",Pennington,Municipal police,PENNINGTON,ALA,Rural Alabama
AL01504,Alabama,015,04,AL015,Alabama,"Choctaw, AL",Silas,Municipal police,SILAS,ALA,Rural Alabama
AL01505,Alabama,015,05,AL015,Alabama,"Choctaw, AL",Toxey,Municipal police,TOXEY,ALA,Rural Alabama
AL01600,Alabama,016,00,AL016,Alabama,"Clarke, AL",Clarke County,Sheriff,CLARKE,ALA,Rural Alabama
AL01601,Alabama,016,01,AL016,Alabama,"Clarke, AL",Jackson,Municipal police,JACKSON,ALA,Rural Alabama
AL01602,Alabama,016,02,AL016,Alabama,"Clarke, AL",Thomasville,Municipal police,THOMASVILLE,ALA,Rural Alabama
AL01603,Alabama,016,03,AL016,Alabama,"Clarke, AL",Grove Hill,Municipal police,GROVE HILL,ALA,Rural Alabama
AL01604,Alabama,016,04,AL016,Alabama,"Clarke, AL",Fulton,Municipal police,FULTON,ALA,Rural Alabama
AL01606,Alabama,016,06,AL016,Alabama,"Clarke, AL",Coffeeville,Municipal police,COFFEEVILLE,ALA,Rural Alabama
AL01700,Alabama,017,00,AL017,Alabama,"Clay, AL",Clay County,Sheriff,CLAY,ALA,Rural Alabama
AL01701,Alabama,017,01,AL017,Alabama,"Clay, AL",Ashland,Municipal police,ASHLAND,ALA,Rural Alabama
AL01702,Alabama,017,02,AL017,Alabama,"Clay, AL",Lineville,Municipal police,LINEVILLE,ALA,Rural Alabama
AL01800,Alabama,018,00,AL018,Alabama,"Cleburne, AL",Cleburne County,Sheriff,CLEBURNE,ALA,Rural Alabama
AL01801,Alabama,018,01,AL018,Alabama,"Cleburne, AL",Heflin,Municipal police,HEFLIN,ALA,Rural Alabama
AL01802,Alabama,018,02,AL018,Alabama,"Cleburne, AL",Ranburne,Municipal police,RANBURNE,ALA,Rural Alabama
AL01900,Alabama,019,00,AL019,Alabama,"Coffee, AL",Coffee County,Sheriff,COFFEE,ALA,Rural Alabama
AL01901,Alabama,019,01,AL019,Alabama,"Coffee, AL",Elba,Municipal police,ELBA,ALA,Rural Alabama
